indicator,indicator_label,area_code,area_name,area_level,pref_code,pref_name,time_code,time_name,year,cat_code,cat_name,unit,value,value_raw
labour,働く人の環境（就業・求人・給与）,03000,岩手県,pref,03,岩手県,1995100000,1995年度,1995,00001|F1102,観測値|F1102_就業者数,人,747532.0,747532
labour,働く人の環境（就業・求人・給与）,03000,岩手県,pref,03,岩手県,2000100000,2000年度,2000,00001|F1102,観測値|F1102_就業者数,人,732788.0,732788
labour,働く人の環境（就業・求人・給与）,03000,岩手県,pref,03,岩手県,2005100000,2005年度,2005,00001|F1102,観測値|F1102_就業者数,人,688614.0,688614
labour,働く人の環境（就業・求人・給与）,03000,岩手県,pref,03,岩手県,2010100000,2010年度,2010,00001|F1102,観測値|F1102_就業者数,人,631303.0,631303
labour,働く人の環境（就業・求人・給与）,03000,岩手県,pref,03,岩手県,2015100000,2015年度,2015,00001|F1102,観測値|F1102_就業者数,人,636329.0,636329
labour,働く人の環境（就業・求人・給与）,03000,岩手県,pref,03,岩手県,2020100000,2020年度,2020,00001|F1102,観測値|F1102_就業者数,人,605093.0,605093
labour,働く人の環境（就業・求人・給与）,04000,宮城県,pref,04,宮城県,1975100000,1975年度,1975,00001|F1102,観測値|F1102_就業者数,人,923777.0,923777
labour,働く人の環境（就業・求人・給与）,04000,宮城県,pref,04,宮城県,1980100000,1980年度,1980,00001|F1102,観測値|F1102_就業者数,人,988719.0,988719
labour,働く人の環境（就業・求人・給与）,04000,宮城県,pref,04,宮城県,1985100000,1985年度,1985,00001|F1102,観測値|F1102_就業者数,人,1035245.0,1035245
labour,働く人の環境（就業・求人・給与）,04000,宮城県,pref,04,宮城県,1990100000,1990年度,1990,00001|F1102,観測値|F1102_就業者数,人,1101276.0,1101276
labour,働く人の環境（就業・求人・給与）,04000,宮城県,pref,04,宮城県,1995100000,1995年度,1995,00001|F1102,観測値|F1102_就業者数,人,1163946.0,1163946
labour,働く人の環境（就業・求人・給与）,04000,宮城県,pref,04,宮城県,2000100000,2000年度,2000,00001|F1102,観測値|F1102_就業者数,人,1153411.0,1153411
labour,働く人の環境（就業・求人・給与）,04000,宮城県,pref,04,宮城県,2005100000,2005年度,2005,00001|F1102,観測値|F1102_就業者数,人,1107773.0,1107773
labour,働く人の環境（就業・求人・給与）,04000,宮城県,pref,04,宮城県,2010100000,2010年度,2010,00001|F1102,観測値|F1102_就業者数,人,1059416.0,1059416
labour,働く人の環境（就業・求人・給与）,04000,宮城県,pref,04,宮城県,2015100000,2015年度,2015,00001|F1102,観測値|F1102_就業者数,人,1077927.0,1077927
labour,働く人の環境（就業・求人・給与）,04000,宮城県,pref,04,宮城県,2020100000,2020年度,2020,00001|F1102,観測値|F1102_就業者数,人,1081348.0,1081348
labour,働く人の環境（就業・求人・給与）,05000,秋田県,pref,05,秋田県,1975100000,1975年度,1975,00001|F1102,観測値|F1102_就業者数,人,616870.0,616870
labour,働く人の環境（就業・求人・給与）,05000,秋田県,pref,05,秋田県,1980100000,1980年度,1980,00001|F1102,観測値|F1102_就業者数,人,624475.0,624475
labour,働く人の環境（就業・求人・給与）,05000,秋田県,pref,05,秋田県,1985100000,1985年度,1985,00001|F1102,観測値|F1102_就業者数,人,619086.0,619086
labour,働く人の環境（就業・求人・給与）,05000,秋田県,pref,05,秋田県,1990100000,1990年度,1990,00001|F1102,観測値|F1102_就業者数,人,614522.0,614522
labour,働く人の環境（就業・求人・給与）,05000,秋田県,pref,05,秋田県,1995100000,1995年度,1995,00001|F1102,観測値|F1102_就業者数,人,608735.0,608735
labour,働く人の環境（就業・求人・給与）,05000,秋田県,pref,05,秋田県,2000100000,2000年度,2000,00001|F1102,観測値|F1102_就業者数,人,588385.0,588385
labour,働く人の環境（就業・求人・給与）,05000,秋田県,pref,05,秋田県,2005100000,2005年度,2005,00001|F1102,観測値|F1102_就業者数,人,549994.0,549994
labour,働く人の環境（就業・求人・給与）,05000,秋田県,pref,05,秋田県,2010100000,2010年度,2010,00001|F1102,観測値|F1102_就業者数,人,503106.0,503106
labour,働く人の環境（就業・求人・給与）,05000,秋田県,pref,05,秋田県,2015100000,2015年度,2015,00001|F1102,観測値|F1102_就業者数,人,482867.0,482867
labour,働く人の環境（就業・求人・給与）,05000,秋田県,pref,05,秋田県,2020100000,2020年度,2020,00001|F1102,観測値|F1102_就業者数,人,463894.0,463894
labour,働く人の環境（就業・求人・給与）,06000,山形県,pref,06,山形県,1975100000,1975年度,1975,00001|F1102,観測値|F1102_就業者数,人,626437.0,626437
labour,働く人の環境（就業・求人・給与）,06000,山形県,pref,06,山形県,1980100000,1980年度,1980,00001|F1102,観測値|F1102_就業者数,人,648992.0,648992
labour,働く人の環境（就業・求人・給与）,06000,山形県,pref,06,山形県,1985100000,1985年度,1985,00001|F1102,観測値|F1102_就業者数,人,652606.0,652606
labour,働く人の環境（就業・求人・給与）,06000,山形県,pref,06,山形県,1990100000,1990年度,1990,00001|F1102,観測値|F1102_就業者数,人,656851.0,656851
labour,働く人の環境（就業・求人・給与）,06000,山形県,pref,06,山形県,1995100000,1995年度,1995,00001|F1102,観測値|F1102_就業者数,人,657193.0,657193
labour,働く人の環境（就業・求人・給与）,06000,山形県,pref,06,山形県,2000100000,2000年度,2000,00001|F1102,観測値|F1102_就業者数,人,642580.0,642580
labour,働く人の環境（就業・求人・給与）,06000,山形県,pref,06,山形県,2005100000,2005年度,2005,00001|F1102,観測値|F1102_就業者数,人,612089.0,612089
labour,働く人の環境（就業・求人・給与）,06000,山形県,pref,06,山形県,2010100000,2010年度,2010,00001|F1102,観測値|F1102_就業者数,人,565982.0,565982
labour,働く人の環境（就業・求人・給与）,06000,山形県,pref,06,山形県,2015100000,2015年度,2015,00001|F1102,観測値|F1102_就業者数,人,562087.0,562087
labour,働く人の環境（就業・求人・給与）,06000,山形県,pref,06,山形県,2020100000,2020年度,2020,00001|F1102,観測値|F1102_就業者数,人,540922.0,540922
labour,働く人の環境（就業・求人・給与）,07000,福島県,pref,07,福島県,1975100000,1975年度,1975,00001|F1102,観測値|F1102_就業者数,人,982838.0,982838
labour,働く人の環境（就業・求人・給与）,07000,福島県,pref,07,福島県,1980100000,1980年度,1980,00001|F1102,観測値|F1102_就業者数,人,1027123.0,1027123
